customer_id,name,city,purchase_amount,purchase_date,product_category,payment_method,rating
2425,Customer_2425,chicago,952.53,2022-04-12 00:00:00,books,paypal,3.0
2426,Customer_2426,los angeles,3921.55,2022-04-12 01:00:00,clothing,paypal,1.0
2427,Customer_2427,phoenix,4973.44,2022-04-12 02:00:00,clothing,credit card,1.0
2428,Customer_2428,chicago,3194.79,2022-04-12 03:00:00,electronics,credit card,2.0
2429,Customer_2429,phoenix,2531.895,2022-04-12 04:00:00,books,credit card,1.0
2430,Customer_2430,chicago,2973.67,2022-04-12 05:00:00,home,credit card,5.0
2431,Customer_2431,new york,3993.16,2022-04-12 06:00:00,books,cash,1.0
2432,Customer_2432,phoenix,4835.53,2022-04-12 07:00:00,home,paypal,3.0
2433,Customer_2433,new york,3693.9,2022-04-12 08:00:00,electronics,credit card,5.0
2434,Customer_2434,new york,1875.24,2022-04-12 09:00:00,books,credit card,3.0
2435,Customer_2435,houston,142.84,2022-04-12 10:00:00,books,cash,3.0
2436,Customer_2436,phoenix,3564.36,2022-04-12 11:00:00,clothing,cash,3.0
2437,Customer_2437,new york,3874.38,2022-04-12 12:00:00,clothing,credit card,3.0
2438,Customer_2438,los angeles,2410.53,2022-04-12 13:00:00,clothing,paypal,2.0
2439,Customer_2439,houston,4951.72,2022-04-12 14:00:00,clothing,cash,3.0
2440,Customer_2440,phoenix,2221.86,2022-04-12 15:00:00,home,paypal,3.0
2441,Customer_2441,new york,2510.68,2022-04-12 16:00:00,books,credit card,2.0
2442,Customer_2442,los angeles,4341.4,2022-04-12 17:00:00,home,paypal,1.0
2443,Customer_2443,phoenix,101.57,2022-04-12 18:00:00,electronics,paypal,2.0
2444,Customer_2444,phoenix,4734.91,2022-04-12 19:00:00,electronics,paypal,5.0
2445,Customer_2445,new york,1094.93,2022-04-12 20:00:00,home,paypal,
2446,Customer_2446,new york,3753.05,2022-04-12 21:00:00,electronics,credit card,5.0
2447,Customer_2447,chicago,639.32,2022-04-12 22:00:00,clothing,cash,4.0
2448,Customer_2448,chicago,2698.66,2022-04-12 23:00:00,home,cash,3.0
2449,Customer_2449,chicago,2018.54,2022-04-13 00:00:00,clothing,credit card,1.0
2450,Customer_2450,phoenix,4849.04,2022-04-13 01:00:00,electronics,cash,3.0
2451,Customer_2451,phoenix,3082.68,2022-04-13 02:00:00,home,cash,2.0
2452,Customer_2452,new york,2623.08,2022-04-13 03:00:00,books,credit card,2.0
2453,Customer_2453,new york,4732.59,2022-04-13 04:00:00,books,credit card,2.0
2454,Customer_2454,phoenix,398.13,2022-04-13 05:00:00,electronics,paypal,2.0
2455,Customer_2455,phoenix,1512.38,2022-04-13 06:00:00,books,paypal,4.0
2456,Customer_2456,chicago,2305.25,2022-04-13 07:00:00,home,cash,2.0
2457,Customer_2457,los angeles,2236.3,2022-04-13 08:00:00,clothing,credit card,4.0
2458,Customer_2458,phoenix,4021.26,2022-04-13 09:00:00,electronics,cash,1.0
2459,Customer_2459,new york,1225.86,2022-04-13 10:00:00,clothing,cash,1.0
2460,Customer_2460,phoenix,1909.39,2022-04-13 11:00:00,electronics,cash,4.0
2461,Customer_2461,los angeles,2831.85,2022-04-13 12:00:00,home,credit card,4.0
2462,Customer_2462,chicago,2193.17,2022-04-13 13:00:00,clothing,credit card,3.0
2463,Customer_2463,houston,4198.48,2022-04-13 14:00:00,books,credit card,4.0
2464,Customer_2464,los angeles,1753.58,2022-04-13 15:00:00,home,credit card,2.0
2465,Customer_2465,los angeles,2199.33,2022-04-13 16:00:00,electronics,credit card,1.0
2466,Customer_2466,los angeles,2450.55,2022-04-13 17:00:00,electronics,cash,2.0
2467,Customer_2467,houston,1974.23,2022-04-13 18:00:00,clothing,paypal,3.0
2468,Customer_2468,new york,3793.81,2022-04-13 19:00:00,clothing,credit card,4.0
2469,Customer_2469,houston,3565.08,2022-04-13 20:00:00,electronics,paypal,2.0
2470,Customer_2470,los angeles,3643.08,2022-04-13 21:00:00,books,cash,2.0
2471,Customer_2471,houston,4448.23,2022-04-13 22:00:00,books,credit card,2.0
2472,Customer_2472,houston,3178.95,2022-04-13 23:00:00,books,cash,3.0
2473,Customer_2473,chicago,1112.14,2022-04-14 00:00:00,clothing,credit card,3.0
2474,Customer_2474,los angeles,1037.64,2022-04-14 01:00:00,home,cash,2.0
2475,Customer_2475,houston,1752.98,2022-04-14 02:00:00,home,paypal,2.0
2476,Customer_2476,phoenix,1988.54,2022-04-14 03:00:00,home,paypal,1.0
2477,Customer_2477,phoenix,2773.37,2022-04-14 04:00:00,clothing,paypal,4.0
2478,Customer_2478,houston,507.85,2022-04-14 05:00:00,electronics,cash,2.0
2479,Customer_2479,chicago,2272.05,2022-04-14 06:00:00,electronics,paypal,4.0
2480,Customer_2480,chicago,4852.42,2022-04-14 07:00:00,clothing,cash,2.0
2481,Customer_2481,new york,796.15,2022-04-14 08:00:00,clothing,paypal,3.0
2482,Customer_2482,phoenix,2861.21,2022-04-14 09:00:00,home,credit card,5.0
2483,Customer_2483,phoenix,2549.96,2022-04-14 10:00:00,home,paypal,4.0
2484,Customer_2484,los angeles,882.29,2022-04-14 11:00:00,books,cash,4.0
2485,Customer_2485,phoenix,1432.56,2022-04-14 12:00:00,electronics,paypal,5.0
2486,Customer_2486,houston,2896.19,2022-04-14 13:00:00,home,paypal,2.0
2487,Customer_2487,chicago,2354.35,2022-04-14 14:00:00,books,credit card,1.0
2488,Customer_2488,los angeles,4656.36,2022-04-14 15:00:00,home,paypal,3.0
2489,Customer_2489,new york,4301.4,2022-04-14 16:00:00,books,paypal,2.0
2490,Customer_2490,chicago,3887.95,2022-04-14 17:00:00,clothing,credit card,3.0
2491,Customer_2491,chicago,2506.93,2022-04-14 18:00:00,home,paypal,2.0
2492,Customer_2492,los angeles,1133.77,2022-04-14 19:00:00,books,paypal,5.0
2493,Customer_2493,houston,490.44,2022-04-14 20:00:00,clothing,cash,2.0
2494,Customer_2494,new york,2298.55,2022-04-14 21:00:00,clothing,cash,3.0
2495,Customer_2495,los angeles,2888.57,2022-04-14 22:00:00,books,credit card,
2496,Customer_2496,new york,3999.24,2022-04-14 23:00:00,books,paypal,4.0
2497,Customer_2497,chicago,4461.38,2022-04-15 00:00:00,clothing,cash,3.0
2498,Customer_2498,houston,1445.7,2022-04-15 01:00:00,home,paypal,5.0
2499,Customer_2499,los angeles,1666.13,2022-04-15 02:00:00,home,credit card,5.0
2500,Customer_2500,new york,2221.49,2022-04-15 03:00:00,clothing,paypal,1.0
2501,Customer_2501,phoenix,4095.05,2022-04-15 04:00:00,home,paypal,5.0
2502,Customer_2502,new york,1252.9,2022-04-15 05:00:00,clothing,credit card,3.0
2503,Customer_2503,chicago,1629.61,2022-04-15 06:00:00,electronics,credit card,2.0
2504,Customer_2504,los angeles,4324.47,2022-04-15 07:00:00,home,paypal,2.0
2505,Customer_2505,los angeles,4348.88,2022-04-15 08:00:00,electronics,credit card,5.0
2506,Customer_2506,phoenix,4430.53,2022-04-15 09:00:00,clothing,credit card,3.0
2507,Customer_2507,houston,2281.87,2022-04-15 10:00:00,books,cash,5.0
2508,Customer_2508,houston,3035.48,2022-04-15 11:00:00,clothing,paypal,4.0
2509,Customer_2509,houston,4014.29,2022-04-15 12:00:00,books,cash,2.0
2510,Customer_2510,new york,4798.7,2022-04-15 13:00:00,electronics,cash,5.0
2511,Customer_2511,chicago,3336.1,2022-04-15 14:00:00,clothing,paypal,2.0
2512,Customer_2512,houston,3653.22,2022-04-15 15:00:00,clothing,cash,3.0
2513,Customer_2513,chicago,2727.65,2022-04-15 16:00:00,home,paypal,3.0
2514,Customer_2514,los angeles,2787.95,2022-04-15 17:00:00,electronics,credit card,3.0
2515,Customer_2515,phoenix,4487.54,2022-04-15 18:00:00,books,paypal,5.0
2516,Customer_2516,new york,2276.81,2022-04-15 19:00:00,home,credit card,4.0
2517,Customer_2517,chicago,750.24,2022-04-15 20:00:00,home,credit card,5.0
2518,Customer_2518,los angeles,3515.67,2022-04-15 21:00:00,clothing,cash,4.0
2519,Customer_2519,los angeles,4369.06,2022-04-15 22:00:00,clothing,credit card,1.0
2520,Customer_2520,los angeles,416.25,2022-04-15 23:00:00,clothing,credit card,5.0
2521,Customer_2521,los angeles,2871.38,2022-04-16 00:00:00,books,cash,2.0
2522,Customer_2522,new york,261.3,2022-04-16 01:00:00,clothing,paypal,
2523,Customer_2523,los angeles,3829.13,2022-04-16 02:00:00,home,paypal,
2524,Customer_2524,new york,741.11,2022-04-16 03:00:00,books,paypal,3.0
2525,Customer_2525,new york,3649.1,2022-04-16 04:00:00,books,cash,4.0
2526,Customer_2526,houston,1182.83,2022-04-16 05:00:00,books,paypal,4.0
2527,Customer_2527,los angeles,1737.29,2022-04-16 06:00:00,books,credit card,1.0
2528,Customer_2528,new york,4577.25,2022-04-16 07:00:00,clothing,paypal,3.0
2529,Customer_2529,new york,3268.03,2022-04-16 08:00:00,clothing,cash,5.0
2530,Customer_2530,chicago,1720.01,2022-04-16 09:00:00,electronics,paypal,2.0
2531,Customer_2531,chicago,3266.01,2022-04-16 10:00:00,books,paypal,4.0
2532,Customer_2532,chicago,2204.69,2022-04-16 11:00:00,electronics,credit card,3.0
2533,Customer_2533,new york,1154.03,2022-04-16 12:00:00,books,paypal,4.0
2534,Customer_2534,los angeles,3381.51,2022-04-16 13:00:00,home,credit card,3.0
2535,Customer_2535,phoenix,4197.94,2022-04-16 14:00:00,clothing,credit card,4.0
2536,Customer_2536,new york,3126.32,2022-04-16 15:00:00,clothing,paypal,4.0
2537,Customer_2537,phoenix,4131.13,2022-04-16 16:00:00,books,credit card,1.0
2538,Customer_2538,chicago,723.17,2022-04-16 17:00:00,books,cash,2.0
2539,Customer_2539,houston,2457.33,2022-04-16 18:00:00,electronics,paypal,3.0
2540,Customer_2540,houston,2171.32,2022-04-16 19:00:00,books,cash,
2541,Customer_2541,chicago,2359.18,2022-04-16 20:00:00,home,cash,5.0
2542,Customer_2542,houston,1417.53,2022-04-16 21:00:00,books,cash,3.0
2543,Customer_2543,phoenix,3615.5,2022-04-16 22:00:00,books,paypal,1.0
2544,Customer_2544,houston,3801.71,2022-04-16 23:00:00,electronics,paypal,1.0
2545,Customer_2545,phoenix,2531.895,2022-04-17 00:00:00,electronics,cash,
2546,Customer_2546,phoenix,3862.22,2022-04-17 01:00:00,electronics,cash,5.0
2547,Customer_2547,phoenix,4581.58,2022-04-17 02:00:00,electronics,credit card,4.0
2548,Customer_2548,phoenix,1452.78,2022-04-17 03:00:00,home,paypal,4.0
2549,Customer_2549,chicago,4665.6,2022-04-17 04:00:00,electronics,paypal,4.0
2550,Customer_2550,chicago,4338.46,2022-04-17 05:00:00,clothing,cash,
2551,Customer_2551,phoenix,3653.44,2022-04-17 06:00:00,home,cash,4.0
2552,Customer_2552,phoenix,3325.23,2022-04-17 07:00:00,electronics,paypal,3.0
2553,Customer_2553,phoenix,172.01,2022-04-17 08:00:00,books,credit card,4.0
2554,Customer_2554,los angeles,990.24,2022-04-17 09:00:00,books,credit card,
2555,Customer_2555,new york,592.02,2022-04-17 10:00:00,home,credit card,1.0
2556,Customer_2556,phoenix,2660.36,2022-04-17 11:00:00,clothing,paypal,5.0
2557,Customer_2557,new york,3654.64,2022-04-17 12:00:00,home,cash,
2558,Customer_2558,unknown,2671.66,2022-04-17 13:00:00,home,paypal,1.0
2559,Customer_2559,phoenix,2531.895,2022-04-17 14:00:00,clothing,cash,2.0
2560,Customer_2560,phoenix,2787.31,2022-04-17 15:00:00,electronics,cash,5.0
2561,Customer_2561,houston,2228.75,2022-04-17 16:00:00,home,cash,2.0
2562,Customer_2562,chicago,3388.72,2022-04-17 17:00:00,home,paypal,3.0
2563,Customer_2563,phoenix,3463.8,2022-04-17 18:00:00,books,cash,3.0
2564,Customer_2564,los angeles,2038.47,2022-04-17 19:00:00,electronics,paypal,5.0
2565,Customer_2565,houston,681.13,2022-04-17 20:00:00,home,paypal,3.0
2566,Customer_2566,new york,277.39,2022-04-17 21:00:00,clothing,credit card,4.0
2567,Customer_2567,new york,4782.76,2022-04-17 22:00:00,books,cash,4.0
2568,Customer_2568,new york,3523.68,2022-04-17 23:00:00,books,credit card,4.0
2569,Customer_2569,houston,4317.2,2022-04-18 00:00:00,clothing,cash,4.0
2570,Customer_2570,houston,3769.21,2022-04-18 01:00:00,books,cash,4.0
2571,Customer_2571,los angeles,4378.09,2022-04-18 02:00:00,electronics,credit card,4.0
2572,Customer_2572,phoenix,2417.76,2022-04-18 03:00:00,electronics,paypal,2.0
2573,Customer_2573,phoenix,3349.63,2022-04-18 04:00:00,clothing,credit card,4.0
2574,Customer_2574,phoenix,3907.16,2022-04-18 05:00:00,electronics,cash,2.0
2575,Customer_2575,new york,4194.69,2022-04-18 06:00:00,home,paypal,4.0
2576,Customer_2576,houston,879.11,2022-04-18 07:00:00,electronics,paypal,
2577,Customer_2577,new york,1250.89,2022-04-18 08:00:00,books,cash,
2578,Customer_2578,los angeles,2027.6,2022-04-18 09:00:00,home,credit card,1.0
2579,Customer_2579,los angeles,1597.48,2022-04-18 10:00:00,clothing,credit card,1.0
2580,Customer_2580,phoenix,4455.34,2022-04-18 11:00:00,electronics,cash,2.0
2581,Customer_2581,new york,4694.83,2022-04-18 12:00:00,books,credit card,2.0
2582,Customer_2582,los angeles,1414.51,2022-04-18 13:00:00,electronics,cash,4.0
2583,Customer_2583,phoenix,3467.64,2022-04-18 14:00:00,home,cash,1.0
2584,Customer_2584,los angeles,1250.3,2022-04-18 15:00:00,home,paypal,4.0
2585,Customer_2585,houston,2643.24,2022-04-18 16:00:00,books,credit card,1.0
2586,Customer_2586,new york,1893.96,2022-04-18 17:00:00,electronics,cash,3.0
2587,Customer_2587,chicago,2451.33,2022-04-18 18:00:00,home,credit card,
2588,Customer_2588,chicago,4959.37,2022-04-18 19:00:00,books,cash,1.0
2589,Customer_2589,new york,2164.94,2022-04-18 20:00:00,books,paypal,4.0
2590,Customer_2590,houston,2353.14,2022-04-18 21:00:00,books,paypal,4.0
2591,Customer_2591,chicago,2312.3,2022-04-18 22:00:00,books,credit card,5.0
2592,Customer_2592,phoenix,4674.78,2022-04-18 23:00:00,home,credit card,5.0
2593,Customer_2593,houston,3931.71,2022-04-19 00:00:00,clothing,cash,3.0
2594,Customer_2594,new york,1062.24,2022-04-19 01:00:00,home,cash,4.0
2595,Customer_2595,los angeles,1513.73,2022-04-19 02:00:00,books,cash,2.0
2596,Customer_2596,houston,2509.51,2022-04-19 03:00:00,home,cash,2.0
2597,Customer_2597,los angeles,1861.09,2022-04-19 04:00:00,home,credit card,2.0
2598,Customer_2598,chicago,2185.0,2022-04-19 05:00:00,electronics,credit card,5.0
2599,Customer_2599,new york,1435.71,2022-04-19 06:00:00,electronics,paypal,4.0
2600,Customer_2600,los angeles,354.22,2022-04-19 07:00:00,clothing,paypal,4.0
2601,Customer_2601,phoenix,834.6,2022-04-19 08:00:00,home,credit card,5.0
2602,Customer_2602,new york,3565.67,2022-04-19 09:00:00,clothing,cash,2.0
2603,Customer_2603,new york,4743.27,2022-04-19 10:00:00,electronics,paypal,4.0
2604,Customer_2604,chicago,1406.35,2022-04-19 11:00:00,clothing,paypal,3.0
2605,Customer_2605,chicago,3009.8,2022-04-19 12:00:00,electronics,paypal,3.0
2606,Customer_2606,houston,387.46,2022-04-19 13:00:00,books,cash,3.0
2607,Customer_2607,los angeles,1458.52,2022-04-19 14:00:00,clothing,credit card,4.0
2608,Customer_2608,los angeles,3155.79,2022-04-19 15:00:00,home,cash,5.0
2609,Customer_2609,chicago,1124.43,2022-04-19 16:00:00,clothing,credit card,3.0
2610,Customer_2610,houston,2423.65,2022-04-19 17:00:00,home,cash,2.0
2611,Customer_2611,phoenix,4201.61,2022-04-19 18:00:00,electronics,credit card,2.0
2612,Customer_2612,chicago,582.39,2022-04-19 19:00:00,books,paypal,2.0
2613,Customer_2613,houston,2998.1,2022-04-19 20:00:00,electronics,credit card,3.0
2614,Customer_2614,chicago,314.54,2022-04-19 21:00:00,electronics,cash,2.0
2615,Customer_2615,phoenix,4367.82,2022-04-19 22:00:00,books,cash,2.0
2616,Customer_2616,new york,4452.06,2022-04-19 23:00:00,books,credit card,3.0
2617,Customer_2617,los angeles,2335.33,2022-04-20 00:00:00,electronics,cash,3.0
2618,Customer_2618,new york,2481.06,2022-04-20 01:00:00,books,cash,5.0
2619,Customer_2619,chicago,2140.0,2022-04-20 02:00:00,electronics,paypal,3.0
2620,Customer_2620,phoenix,2486.35,2022-04-20 03:00:00,home,credit card,2.0
2621,Customer_2621,chicago,278.26,2022-04-20 04:00:00,electronics,credit card,1.0
2622,Customer_2622,chicago,1486.91,2022-04-20 05:00:00,clothing,credit card,3.0
2623,Customer_2623,los angeles,2076.35,2022-04-20 06:00:00,clothing,cash,2.0
2624,Customer_2624,new york,4813.29,2022-04-20 07:00:00,home,cash,5.0
2625,Customer_2625,chicago,3025.67,2022-04-20 08:00:00,clothing,paypal,1.0
2626,Customer_2626,phoenix,2047.18,2022-04-20 09:00:00,clothing,paypal,3.0
2627,Customer_2627,los angeles,3215.86,2022-04-20 10:00:00,electronics,cash,5.0
2628,Customer_2628,unknown,1719.31,2022-04-20 11:00:00,home,credit card,5.0
2629,Customer_2629,los angeles,4253.38,2022-04-20 12:00:00,home,cash,4.0
2630,Customer_2630,houston,4218.5,2022-04-20 13:00:00,clothing,cash,2.0
2631,Customer_2631,phoenix,1209.67,2022-04-20 14:00:00,books,credit card,4.0
2632,Customer_2632,los angeles,408.88,2022-04-20 15:00:00,clothing,credit card,1.0
2633,Customer_2633,phoenix,1210.65,2022-04-20 16:00:00,books,credit card,2.0
2634,Customer_2634,phoenix,503.38,2022-04-20 17:00:00,electronics,paypal,
2635,Customer_2635,houston,3638.41,2022-04-20 18:00:00,home,credit card,5.0
2636,Customer_2636,phoenix,1335.9,2022-04-20 19:00:00,clothing,cash,5.0
2637,Customer_2637,phoenix,3272.91,2022-04-20 20:00:00,clothing,cash,5.0
2638,Customer_2638,unknown,4924.74,2022-04-20 21:00:00,home,credit card,5.0
2639,Customer_2639,los angeles,2410.44,2022-04-20 22:00:00,books,cash,2.0
2640,Customer_2640,chicago,3048.41,2022-04-20 23:00:00,electronics,paypal,5.0
2641,Customer_2641,houston,3626.41,2022-04-21 00:00:00,books,credit card,5.0
2642,Customer_2642,houston,2808.57,2022-04-21 01:00:00,books,credit card,4.0
2643,Customer_2643,new york,166.86,2022-04-21 02:00:00,clothing,cash,2.0
2644,Customer_2644,chicago,3132.39,2022-04-21 03:00:00,clothing,paypal,5.0
2645,Customer_2645,los angeles,181.37,2022-04-21 04:00:00,electronics,cash,3.0
2646,Customer_2646,chicago,1774.01,2022-04-21 05:00:00,home,paypal,2.0
2647,Customer_2647,los angeles,3952.71,2022-04-21 06:00:00,home,cash,4.0
2648,Customer_2648,chicago,1050.21,2022-04-21 07:00:00,home,paypal,4.0
2649,Customer_2649,new york,4949.68,2022-04-21 08:00:00,electronics,paypal,3.0
2650,Customer_2650,houston,3095.58,2022-04-21 09:00:00,home,cash,5.0
2651,Customer_2651,los angeles,4469.46,2022-04-21 10:00:00,clothing,cash,3.0
2652,Customer_2652,chicago,2326.47,2022-04-21 11:00:00,home,credit card,5.0
2653,Customer_2653,houston,2227.13,2022-04-21 12:00:00,home,paypal,3.0
2654,Customer_2654,houston,2886.32,2022-04-21 13:00:00,books,cash,1.0
2655,Customer_2655,chicago,3574.93,2022-04-21 14:00:00,books,cash,2.0
2656,Customer_2656,new york,3026.86,2022-04-21 15:00:00,electronics,paypal,5.0
2657,Customer_2657,new york,4777.73,2022-04-21 16:00:00,electronics,cash,2.0
2658,Customer_2658,phoenix,2475.46,2022-04-21 17:00:00,clothing,cash,4.0
2659,Customer_2659,chicago,3744.11,2022-04-21 18:00:00,books,cash,3.0
2660,Customer_2660,phoenix,3651.74,2022-04-21 19:00:00,home,paypal,1.0
2661,Customer_2661,los angeles,3362.64,2022-04-21 20:00:00,clothing,credit card,2.0
2662,Customer_2662,los angeles,3722.98,2022-04-21 21:00:00,electronics,cash,3.0
2663,Customer_2663,houston,4977.82,2022-04-21 22:00:00,books,cash,2.0
2664,Customer_2664,los angeles,1846.27,2022-04-21 23:00:00,clothing,cash,3.0
2665,Customer_2665,los angeles,1425.73,2022-04-22 00:00:00,electronics,paypal,3.0
2666,Customer_2666,houston,2488.74,2022-04-22 01:00:00,electronics,cash,3.0
2667,Customer_2667,los angeles,4962.38,2022-04-22 02:00:00,books,paypal,4.0
2668,Customer_2668,houston,274.42,2022-04-22 03:00:00,clothing,credit card,
2669,Customer_2669,los angeles,721.34,2022-04-22 04:00:00,books,credit card,2.0
2670,Customer_2670,phoenix,3319.83,2022-04-22 05:00:00,clothing,cash,3.0
2671,Customer_2671,chicago,941.66,2022-04-22 06:00:00,books,paypal,4.0
2672,Customer_2672,los angeles,325.37,2022-04-22 07:00:00,clothing,paypal,1.0
2673,Customer_2673,houston,1087.52,2022-04-22 08:00:00,books,credit card,3.0
2674,Customer_2674,los angeles,1137.71,2022-04-22 09:00:00,electronics,cash,
2675,Customer_2675,chicago,2993.38,2022-04-22 10:00:00,home,paypal,3.0
2676,Customer_2676,new york,2664.53,2022-04-22 11:00:00,books,cash,2.0
2677,Customer_2677,los angeles,2010.91,2022-04-22 12:00:00,home,credit card,3.0
2678,Customer_2678,los angeles,4921.93,2022-04-22 13:00:00,books,cash,3.0
2679,Customer_2679,phoenix,2233.34,2022-04-22 14:00:00,books,cash,2.0
2680,Customer_2680,chicago,2205.55,2022-04-22 15:00:00,clothing,credit card,4.0
2681,Customer_2681,los angeles,1984.23,2022-04-22 16:00:00,clothing,cash,3.0
2682,Customer_2682,houston,1050.3,2022-04-22 17:00:00,electronics,credit card,
2683,Customer_2683,chicago,2362.43,2022-04-22 18:00:00,home,paypal,5.0
2684,Customer_2684,los angeles,1640.94,2022-04-22 19:00:00,electronics,paypal,1.0
2685,Customer_2685,phoenix,2231.3,2022-04-22 20:00:00,books,paypal,5.0
2686,Customer_2686,houston,3602.13,2022-04-22 21:00:00,clothing,cash,4.0
2687,Customer_2687,los angeles,683.84,2022-04-22 22:00:00,electronics,cash,1.0
2688,Customer_2688,phoenix,339.72,2022-04-22 23:00:00,electronics,cash,
2689,Customer_2689,new york,316.89,2022-04-23 00:00:00,electronics,cash,2.0
2690,Customer_2690,houston,314.23,2022-04-23 01:00:00,electronics,cash,3.0
2691,Customer_2691,los angeles,853.56,2022-04-23 02:00:00,home,credit card,4.0
2692,Customer_2692,phoenix,2164.41,2022-04-23 03:00:00,books,cash,4.0
2693,Customer_2693,phoenix,4041.13,2022-04-23 04:00:00,electronics,paypal,2.0
2694,Customer_2694,los angeles,2490.97,2022-04-23 05:00:00,clothing,cash,3.0
2695,Customer_2695,chicago,307.77,2022-04-23 06:00:00,books,credit card,3.0
2696,Customer_2696,chicago,4988.02,2022-04-23 07:00:00,home,paypal,5.0
2697,Customer_2697,chicago,3762.21,2022-04-23 08:00:00,home,paypal,2.0
2698,Customer_2698,new york,3923.24,2022-04-23 09:00:00,books,paypal,5.0
2699,Customer_2699,chicago,4080.77,2022-04-23 10:00:00,home,cash,3.0
2700,Customer_2700,los angeles,4941.14,2022-04-23 11:00:00,clothing,cash,2.0
2701,Customer_2701,chicago,3195.08,2022-04-23 12:00:00,electronics,credit card,5.0
2702,Customer_2702,chicago,1739.07,2022-04-23 13:00:00,clothing,paypal,1.0
2703,Customer_2703,los angeles,4960.46,2022-04-23 14:00:00,clothing,credit card,4.0
2704,Customer_2704,houston,476.46,2022-04-23 15:00:00,electronics,credit card,4.0
2705,Customer_2705,houston,228.25,2022-04-23 16:00:00,electronics,credit card,2.0
2706,Customer_2706,new york,3040.06,2022-04-23 17:00:00,books,credit card,2.0
2707,Customer_2707,houston,4349.98,2022-04-23 18:00:00,clothing,paypal,4.0
2708,Customer_2708,new york,2346.5,2022-04-23 19:00:00,home,paypal,1.0
2709,Customer_2709,phoenix,1454.52,2022-04-23 20:00:00,home,credit card,3.0
2710,Customer_2710,unknown,2291.82,2022-04-23 21:00:00,books,paypal,1.0
2711,Customer_2711,houston,4161.64,2022-04-23 22:00:00,electronics,credit card,1.0
2712,Customer_2712,new york,3259.31,2022-04-23 23:00:00,clothing,paypal,
2713,Customer_2713,chicago,665.44,2022-04-24 00:00:00,books,credit card,4.0
2714,Customer_2714,new york,4559.12,2022-04-24 01:00:00,home,credit card,2.0
2715,Customer_2715,los angeles,1964.44,2022-04-24 02:00:00,electronics,credit card,3.0
2716,Customer_2716,chicago,4396.63,2022-04-24 03:00:00,books,cash,1.0
2717,Customer_2717,chicago,2116.77,2022-04-24 04:00:00,home,cash,3.0
2718,Customer_2718,phoenix,2483.22,2022-04-24 05:00:00,books,credit card,5.0
2719,Customer_2719,los angeles,246.2,2022-04-24 06:00:00,books,cash,4.0
2720,Customer_2720,phoenix,3727.15,2022-04-24 07:00:00,books,paypal,1.0
2721,Customer_2721,phoenix,3047.79,2022-04-24 08:00:00,clothing,cash,4.0
2722,Customer_2722,new york,4747.64,2022-04-24 09:00:00,books,credit card,
2723,Customer_2723,chicago,3085.97,2022-04-24 10:00:00,home,cash,3.0
2724,Customer_2724,houston,3815.48,2022-04-24 11:00:00,home,cash,3.0
2725,Customer_2725,chicago,3312.26,2022-04-24 12:00:00,books,paypal,1.0
2726,Customer_2726,houston,2959.18,2022-04-24 13:00:00,electronics,cash,
2727,Customer_2727,chicago,3816.95,2022-04-24 14:00:00,clothing,cash,3.0
2728,Customer_2728,unknown,1778.26,2022-04-24 15:00:00,books,credit card,2.0
2729,Customer_2729,chicago,2089.26,2022-04-24 16:00:00,electronics,paypal,4.0
2730,Customer_2730,los angeles,3034.9,2022-04-24 17:00:00,clothing,paypal,3.0
2731,Customer_2731,new york,2016.07,2022-04-24 18:00:00,home,cash,1.0
2732,Customer_2732,new york,1757.65,2022-04-24 19:00:00,clothing,paypal,1.0
2733,Customer_2733,los angeles,1727.49,2022-04-24 20:00:00,books,cash,5.0
2734,Customer_2734,new york,1109.15,2022-04-24 21:00:00,electronics,cash,2.0
2735,Customer_2735,unknown,1856.26,2022-04-24 22:00:00,home,cash,3.0
2736,Customer_2736,chicago,3022.38,2022-04-24 23:00:00,electronics,paypal,3.0
2737,Customer_2737,chicago,3486.28,2022-04-25 00:00:00,electronics,paypal,4.0
2738,Customer_2738,los angeles,624.38,2022-04-25 01:00:00,books,paypal,3.0
2739,Customer_2739,chicago,2676.03,2022-04-25 02:00:00,home,paypal,4.0
2740,Customer_2740,chicago,3148.0,2022-04-25 03:00:00,books,credit card,1.0
2741,Customer_2741,los angeles,3234.17,2022-04-25 04:00:00,books,credit card,2.0
2742,Customer_2742,new york,247.53,2022-04-25 05:00:00,electronics,paypal,4.0
2743,Customer_2743,phoenix,4562.56,2022-04-25 06:00:00,books,credit card,5.0
2744,Customer_2744,houston,4276.65,2022-04-25 07:00:00,home,paypal,1.0
2745,Customer_2745,chicago,3733.47,2022-04-25 08:00:00,electronics,paypal,2.0
2746,Customer_2746,chicago,4519.05,2022-04-25 09:00:00,electronics,cash,1.0
2747,Customer_2747,houston,4143.7,2022-04-25 10:00:00,clothing,credit card,2.0
2748,Customer_2748,houston,321.87,2022-04-25 11:00:00,books,credit card,2.0
2749,Customer_2749,new york,300.19,2022-04-25 12:00:00,home,credit card,3.0
2750,Customer_2750,los angeles,1114.7,2022-04-25 13:00:00,electronics,cash,4.0
2751,Customer_2751,chicago,109.19,2022-04-25 14:00:00,electronics,paypal,5.0
2752,Customer_2752,chicago,4335.13,2022-04-25 15:00:00,home,credit card,1.0
2753,Customer_2753,new york,3872.12,2022-04-25 16:00:00,clothing,cash,2.0
